School_ID,School_Name,Subgroup_Name,No_in_Class,No_Graduated,Percent_Graduated
5445,Mcclintock High School,Income Eligibility 1 & 2,128,0,0
5445,Mcclintock High School,Male,199,167,83.9
5445,Mcclintock High School,Multiple Races,14,0,0
5445,Mcclintock High School,Native Hawaiian or Pacific Islander,12,0,0
5445,Mcclintock High School,Special Education,28,0,0
5445,Mcclintock High School,White,124,113,91.1
5446,Marcos De Niza High School,All,286,227,79.4
5446,Marcos De Niza High School,American Indian or Alaska Native,33,19,57.6
5446,Marcos De Niza High School,Asian,0,0,0
5446,Marcos De Niza High School,Black/African American,28,0,0
5446,Marcos De Niza High School,English Learners,0,0,0
5446,Marcos De Niza High School,ELFEP14,0,0,0
5446,Marcos De Niza High School,Female,138,116,84.1
5446,Marcos De Niza High School,Hispanic or Latino,150,120,80
5446,Marcos De Niza High School,Homeless,0,0,0
5446,Marcos De Niza High School,Income Eligibility 1 & 2,112,85,75.9
5446,Marcos De Niza High School,Male,148,111,75
5446,Marcos De Niza High School,Multiple Races,0,0,0
5446,Marcos De Niza High School,Native Hawaiian or Pacific Islander,0,0,0
5446,Marcos De Niza High School,Special Education,37,24,64.9
5446,Marcos De Niza High School,White,57,0,0
5447,Corona Del Sol High School,All,646,617,95.5
5447,Corona Del Sol High School,American Indian or Alaska Native,0,0,0
5447,Corona Del Sol High School,Asian,36,0,0
5447,Corona Del Sol High School,Black/African American,26,0,0
5447,Corona Del Sol High School,English Learners,0,0,0
5447,Corona Del Sol High School,ELFEP14,0,0,0
5447,Corona Del Sol High School,Female,332,0,0
5447,Corona Del Sol High School,Hispanic or Latino,185,0,0
5447,Corona Del Sol High School,Homeless,0,0,0
5447,Corona Del Sol High School,Income Eligibility 1 & 2,69,0,0
5447,Corona Del Sol High School,Male,314,0,93.9
5447,Corona Del Sol High School,Military,0,0,0
5447,Corona Del Sol High School,Multiple Races,38,0,0
5447,Corona Del Sol High School,Native Hawaiian or Pacific Islander,0,0,0
5447,Corona Del Sol High School,Special Education,36,0,0
5447,Corona Del Sol High School,White,343,328,95.6
5448,Mountain Pointe High School,All,450,403,89.6
5448,Mountain Pointe High School,American Indian or Alaska Native,22,0,0
5448,Mountain Pointe High School,Asian,0,0,0
5448,Mountain Pointe High School,Black/African American,121,110,90.9
5448,Mountain Pointe High School,English Learners,0,0,0
5448,Mountain Pointe High School,ELFEP14,0,0,0
5448,Mountain Pointe High School,Female,255,236,92.5
5448,Mountain Pointe High School,Foster Care,0,0,0
5448,Mountain Pointe High School,Hispanic or Latino,140,126,90
5448,Mountain Pointe High School,Homeless,0,0,0
5448,Mountain Pointe High School,Income Eligibility 1 & 2,108,93,86.1
5448,Mountain Pointe High School,Male,195,167,85.6
5448,Mountain Pointe High School,Military,0,0,0
5448,Mountain Pointe High School,Multiple Races,23,0,0
5448,Mountain Pointe High School,Native Hawaiian or Pacific Islander,0,0,0
5448,Mountain Pointe High School,Special Education,38,27,71.1
5448,Mountain Pointe High School,White,123,110,89.4
5449,Desert Vista High School,All,774,729,94.2
5449,Desert Vista High School,American Indian or Alaska Native,0,0,0
5449,Desert Vista High School,Asian,48,0,0
5449,Desert Vista High School,Black/African American,48,0,0
5449,Desert Vista High School,English Learners,0,0,0
5449,Desert Vista High School,ELFEP14,0,0,0
5449,Desert Vista High School,Female,363,345,95
5449,Desert Vista High School,Foster Care,0,0,0
5449,Desert Vista High School,Hispanic or Latino,163,151,92.6
5449,Desert Vista High School,Homeless,0,0,0
5449,Desert Vista High School,Income Eligibility 1 & 2,70,0,0
5449,Desert Vista High School,Male,411,384,93.4
5449,Desert Vista High School,Military,0,0,0
5449,Desert Vista High School,Multiple Races,51,0,0
5449,Desert Vista High School,Native Hawaiian or Pacific Islander,0,0,0
5449,Desert Vista High School,Special Education,28,0,0
5449,Desert Vista High School,White,449,430,95.8
87990,TAPBI,All,52,0,0
87990,TAPBI,American Indian or Alaska Native,0,0,0
87990,TAPBI,Asian,0,0,0
87990,TAPBI,Black/African American,0,0,0
87990,TAPBI,English Learners,0,0,0
87990,TAPBI,ELFEP14,0,0,0
87990,TAPBI,Female,30,0,0
87990,TAPBI,Foster Care,0,0,0
87990,TAPBI,Hispanic or Latino,22,0,0
87990,TAPBI,Homeless,0,0,0
87990,TAPBI,Income Eligibility 1 & 2,0,0,0
87990,TAPBI,Male,22,0,0
87990,TAPBI,Multiple Races,0,0,0
87990,TAPBI,White,16,0,0
5452,Tolleson Union High School,All,509,449,88.2
5452,Tolleson Union High School,American Indian or Alaska Native,0,0,0
5452,Tolleson Union High School,Asian,0,0,0
5452,Tolleson Union High School,Black/African American,58,0,0
5452,Tolleson Union High School,English Learners,36,0,0
5452,Tolleson Union High School,ELFEP14,51,0,0
5452,Tolleson Union High School,Female,271,249,91.9
5452,Tolleson Union High School,Foster Care,0,0,0
5452,Tolleson Union High School,Hispanic or Latino,415,365,88
5452,Tolleson Union High School,Homeless,17,0,0
5452,Tolleson Union High School,Income Eligibility 1 & 2,278,245,88.1
5452,Tolleson Union High School,Male,238,200,84
5452,Tolleson Union High School,Multiple Races,0,0,0
5452,Tolleson Union High School,Native Hawaiian or Pacific Islander,0,0,0
5452,Tolleson Union High School,Special Education,49,0,0
5452,Tolleson Union High School,White,17,0,0
5453,Westview High School,All,459,366,79.7
5453,Westview High School,American Indian or Alaska Native,0,0,0
5453,Westview High School,Asian,15,0,0
5453,Westview High School,Black/African American,45,0,0
5453,Westview High School,English Learners,16,0,0
5453,Westview High School,ELFEP14,21,0,0
5453,Westview High School,Female,221,193,87.3
5453,Westview High School,Foster Care,0,0,0
5453,Westview High School,Hispanic or Latino,319,248,77.7
5453,Westview High School,Homeless,15,0,0
5453,Westview High School,Income Eligibility 1 & 2,200,154,77
5453,Westview High School,Male,238,173,72.7
5453,Westview High School,Military,0,0,0
5453,Westview High School,Multiple Races,20,0,0
5453,Westview High School,Native Hawaiian or Pacific Islander,0,0,0
5453,Westview High School,Special Education,39,0,0
5453,Westview High School,White,49,0,0
80051,La Joya Community High School,All,484,386,79.8
80051,La Joya Community High School,American Indian or Alaska Native,0,0,0
80051,La Joya Community High School,Asian,0,0,0
80051,La Joya Community High School,Black/African American,45,29,64.4
80051,La Joya Community High School,English Learners,39,0,0
80051,La Joya Community High School,ELFEP14,49,0,0
80051,La Joya Community High School,Female,235,203,86.4
80051,La Joya Community High School,Foster Care,0,0,0
80051,La Joya Community High School,Hispanic or Latino,393,319,81.2
80051,La Joya Community High School,Homeless,0,0,0
80051,La Joya Community High School,Income Eligibility 1 & 2,265,214,80.8
80051,La Joya Community High School,Male,249,183,73.5
80051,La Joya Community High School,Migrant,0,0,0
80051,La Joya Community High School,Military,0,0,0
80051,La Joya Community High School,Multiple Races,0,0,0
80051,La Joya Community High School,Native Hawaiian or Pacific Islander,0,0,0
80051,La Joya Community High School,Special Education,63,50,79.4
80051,La Joya Community High School,White,27,0,0
85810,Copper Canyon High School,All,504,433,85.9
85810,Copper Canyon High School,American Indian or Alaska Native,0,0,0
85810,Copper Canyon High School,Asian,0,0,0
85810,Copper Canyon High School,Black/African American,27,0,0
85810,Copper Canyon High School,English Learners,43,0,0
85810,Copper Canyon High School,ELFEP14,60,0,0
85810,Copper Canyon High School,Female,256,237,92.6
85810,Copper Canyon High School,Foster Care,0,0,0
85810,Copper Canyon High School,Hispanic or Latino,434,374,86.2
85810,Copper Canyon High School,Homeless,0,0,0
85810,Copper Canyon High School,Income Eligibility 1 & 2,321,273,85
85810,Copper Canyon High School,Male,248,196,79
85810,Copper Canyon High School,Military,0,0,0
85810,Copper Canyon High School,Multiple Races,0,0,0
85810,Copper Canyon High School,Special Education,50,37,74
85810,Copper Canyon High School,White,25,0,0
89908,Sierra Linda High School,All,464,395,85.1
89908,Sierra Linda High School,American Indian or Alaska Native,0,0,0
89908,Sierra Linda High School,Asian,0,0,0
89908,Sierra Linda High School,Black/African American,31,0,0
89908,Sierra Linda High School,English Learners,39,0,0
89908,Sierra Linda High School,ELFEP14,49,0,0
89908,Sierra Linda High School,Female,234,207,88.5
89908,Sierra Linda High School,Foster Care,0,0,0
89908,Sierra Linda High School,Hispanic or Latino,397,340,85.6
89908,Sierra Linda High School,Homeless,0,0,0
89908,Sierra Linda High School,Income Eligibility 1 & 2,254,216,85
89908,Sierra Linda High School,Male,230,188,81.7
89908,Sierra Linda High School,Multiple Races,0,0,0
89908,Sierra Linda High School,Native Hawaiian or Pacific Islander,0,0,0
89908,Sierra Linda High School,Special Education,51,0,0
89908,Sierra Linda High School,White,19,0,0
90085,West Point High School,All,741,633,85.4
90085,West Point High School,American Indian or Alaska Native,0,0,0
90085,West Point High School,Asian,11,0,0
90085,West Point High School,Black/African American,106,91,85.8
90085,West Point High School,English Learners,24,0,0
90085,West Point High School,ELFEP14,29,0,0
90085,West Point High School,Female,367,327,89.1
90085,West Point High School,Foster Care,0,0,0
90085,West Point High School,Hispanic or Latino,523,445,85.1
90085,West Point High School,Homeless,14,0,0
90085,West Point High School,Income Eligibility 1 & 2,346,291,84.1
90085,West Point High School,Male,374,306,81.8
90085,West Point High School,Military,0,0,0
90085,West Point High School,Multiple Races,24,0,0
90085,West Point High School,Native Hawaiian or Pacific Islander,0,0,0
90085,West Point High School,Special Education,63,51,81
90085,West Point High School,White,64,51,79.7
90551,University High School,All,85,0,0
90551,University High School,Asian,20,0,0
90551,University High School,Black/African American,0,0,0
90551,University High School,Female,56,0,0
90551,University High School,Hispanic or Latino,45,0,0
90551,University High School,Income Eligibility 1 & 2,40,0,0
90551,University High School,Male,29,0,0
90551,University High School,Military,0,0,0
90551,University High School,Multiple Races,0,0,0
90551,University High School,Native Hawaiian or Pacific Islander,0,0,0
90551,University High School,White,0,0,0
5454,Agua Fria High School,All,398,361,90.7
5454,Agua Fria High School,American Indian or Alaska Native,0,0,0
5454,Agua Fria High School,Asian,0,0,0
5454,Agua Fria High School,Black/African American,35,0,0
5454,Agua Fria High School,English Learners,17,0,0
5454,Agua Fria High School,ELFEP14,24,0,0
5454,Agua Fria High School,Female,208,192,92.3
5454,Agua Fria High School,Foster Care,0,0,0
5454,Agua Fria High School,Hispanic or Latino,279,250,89.6
5454,Agua Fria High School,Homeless,11,0,0
5454,Agua Fria High School,Income Eligibility 1 & 2,236,216,91.5
5454,Agua Fria High School,Male,190,169,88.9
5454,Agua Fria High School,Migrant,0,0,0
5454,Agua Fria High School,Military,0,0,0
5454,Agua Fria High School,Multiple Races,13,0,0
5454,Agua Fria High School,Native Hawaiian or Pacific Islander,0,0,0
5454,Agua Fria High School,Special Education,41,0,0
5454,Agua Fria High School,White,66,0,0
78926,Millennium High School,All,468,445,95.1
78926,Millennium High School,American Indian or Alaska Native,0,0,0
78926,Millennium High School,Asian,33,0,0
78926,Millennium High School,Black/African American,37,0,0
78926,Millennium High School,English Learners,0,0,0
78926,Millennium High School,ELFEP14,0,0,0
78926,Millennium High School,Female,253,241,95.3
78926,Millennium High School,Hispanic or Latino,177,164,92.7
78926,Millennium High School,Homeless,0,0,0
78926,Millennium High School,Income Eligibility 1 & 2,91,0,0
78926,Millennium High School,Male,215,204,94.9
78926,Millennium High School,Military,0,0,0
78926,Millennium High School,Multiple Races,23,0,0
78926,Millennium High School,Native Hawaiian or Pacific Islander,0,0,0
78926,Millennium High School,Special Education,39,0,0
78926,Millennium High School,White,188,0,0
79799,Desert Edge High School,All,435,398,91.5
79799,Desert Edge High School,American Indian or Alaska Native,0,0,0
79799,Desert Edge High School,Asian,14,0,0
79799,Desert Edge High School,Black/African American,60,0,0
79799,Desert Edge High School,English Learners,15,0,0
79799,Desert Edge High School,ELFEP14,18,0,0
79799,Desert Edge High School,Female,219,204,93.2
79799,Desert Edge High School,Foster Care,0,0,0
79799,Desert Edge High School,Hispanic or Latino,253,225,88.9
79799,Desert Edge High School,Homeless,0,0,0
79799,Desert Edge High School,Income Eligibility 1 & 2,213,196,92
79799,Desert Edge High School,Male,216,194,89.8
79799,Desert Edge High School,Migrant,0,0,0
79799,Desert Edge High School,Military,0,0,0
79799,Desert Edge High School,Multiple Races,23,0,0
79799,Desert Edge High School,Native Hawaiian or Pacific Islander,0,0,0
79799,Desert Edge High School,Special Education,42,0,0
79799,Desert Edge High School,White,83,0,0
87903,Verrado High School,All,449,411,91.5
87903,Verrado High School,American Indian or Alaska Native,0,0,0
87903,Verrado High School,Asian,0,0,0
87903,Verrado High School,Black/African American,26,0,0
87903,Verrado High School,English Learners,0,0,0
87903,Verrado High School,ELFEP14,0,0,0
87903,Verrado High School,Female,225,210,93.3
87903,Verrado High School,Foster Care,0,0,0
87903,Verrado High School,Hispanic or Latino,212,186,87.7
87903,Verrado High School,Homeless,0,0,0
87903,Verrado High School,Income Eligibility 1 & 2,113,0,0
87903,Verrado High School,Male,224,201,89.7
87903,Verrado High School,Military,0,0,0
87903,Verrado High School,Multiple Races,17,0,0
87903,Verrado High School,Special Education,47,0,0
87903,Verrado High School,White,182,0,0
932049,Canyon View High School,All,519,481,92.7
932049,Canyon View High School,American Indian or Alaska Native,0,0,0
932049,Canyon View High School,Asian,15,0,0
932049,Canyon View High School,Black/African American,48,0,0
932049,Canyon View High School,English Learners,0,0,0
932049,Canyon View High School,ELFEP14,0,0,0
932049,Canyon View High School,Female,239,223,93.3
932049,Canyon View High School,Hispanic or Latino,211,196,92.9
932049,Canyon View High School,Homeless,0,0,0
932049,Canyon View High School,Income Eligibility 1 & 2,149,137,91.9
932049,Canyon View High School,Male,280,258,92.1
932049,Canyon View High School,Military,0,0,0
932049,Canyon View High School,Multiple Races,23,0,0
932049,Canyon View High School,Native Hawaiian or Pacific Islander,0,0,0
932049,Canyon View High School,Special Education,42,0,0
932049,Canyon View High School,White,216,199,92.1
5462,Accelerated Learning Center,All,61,38,62.3
5462,Accelerated Learning Center,Asian,0,0,0
5462,Accelerated Learning Center,Black/African American,0,0,0
5462,Accelerated Learning Center,Female,29,0,0
5462,Accelerated Learning Center,Hispanic or Latino,13,0,0
5462,Accelerated Learning Center,Male,32,0,59.4
5462,Accelerated Learning Center,Multiple Races,0,0,0
5462,Accelerated Learning Center,Special Education,0,0,0
5462,Accelerated Learning Center,White,42,27,64.3
5466,Girls Leadership Academy of Arizona,All,21,0,0
5466,Girls Leadership Academy of Arizona,English Learners,0,0,0
5466,Girls Leadership Academy of Arizona,ELFEP14,0,0,0
5466,Girls Leadership Academy of Arizona,Female,0,0,0
5466,Girls Leadership Academy of Arizona,Foster Care,0,0,0
5466,Girls Leadership Academy of Arizona,Hispanic or Latino,16,0,0
5466,Girls Leadership Academy of Arizona,Income Eligibility 1 & 2,14,0,0
5466,Girls Leadership Academy of Arizona,Multiple Races,0,0,0
5466,Girls Leadership Academy of Arizona,White,0,0,0
5467,"Ridgeline Academy, Inc.",All,30,0,0
5467,"Ridgeline Academy, Inc.",Asian,0,0,0
5467,"Ridgeline Academy, Inc.",Black/African American,0,0,0
